UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7732,0KXKNHFG,L,300.6,312,1566.0,30.1,128.0,0.0,0.0,0.0,,0.0,0.0
7733,ZLNM5UXX,L,300.6,312,1430.0,42.7,130.0,0.0,,0.0,0.0,0.0,0.0
7734,BQHTAHUP,L,300.6,312,1481.0,,132.0,0.0,,0.0,0.0,0.0,0.0
7735,I2VROP6D,L,300.6,,1670.0,29.4,,0.0,0.0,0.0,0.0,,0.0
7736,RRCROMQQ,L,,,1406.0,55.1,136.0,0.0,0.0,0.0,0.0,0.0,0.0
7737,8B6QZ6CV,H,300.6,312.1,1354.0,46.9,138.0,,,0.0,0.0,0.0,0.0
7738,T8CRV8S7,M,300.5,312,1985.0,19.3,143.0,,0.0,0.0,0.0,0.0,0.0
7739,LSRXCBBX,M,300.5,312,1263.0,60.8,146.0,0.0,0.0,0.0,0.0,0.0,0.0
7740,PSRXCDFQ,L,,311.9,1576.0,,149.0,0.0,0.0,0.0,0.0,0.0,0.0
7741,I2VROP6D,L,300.5,312,1453.0,45.1,151.0,0.0,0.0,0.0,0.0,0.0,0.0
7742,BQHTAHUP,L,,312,1478.0,39.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
7743,3HURBGV7,M,300.5,311.9,1323.0,57.9,155.0,0.0,0.0,0.0,0.0,0.0,0.0
7744,AEKNJJ1R,L,300.5,311.9,1710.0,28.4,158.0,0.0,0.0,0.0,0.0,0.0,0.0
7745,LSRXCBBX,L,,311.7,1314.0,59.5,160.0,0.0,0.0,0.0,0.0,0.0,0.0
7746,YSLIFO7U,L,300.4,311.7,1460.0,,162.0,0.0,0.0,0.0,0.0,0.0,
7747,8B6QZ6CV,M,300.4,311.7,1508.0,45.4,164.0,0.0,,0.0,0.0,0.0,0.0
7748,I2VROP6D,M,300.5,311.8,1331.0,55.3,167.0,0.0,,0.0,0.0,0.0,0.0
7749,JT4UYCMS,L,,311.7,,47.4,170.0,,0.0,0.0,0.0,0.0,0.0
7750,AEKNJJ1R,L,300.4,311.6,1674.0,33.0,172.0,,0.0,0.0,0.0,0.0,0.0
7751,LSRXCBBX,L,300.4,,1444.0,51.2,174.0,0.0,0.0,0.0,0.0,0.0,0.0
7752,FPIVWX8Z,M,300.4,311.7,1398.0,42.6,176.0,0.0,0.0,0.0,0.0,0.0,0.0
7753,RRCROMQQ,M,,311.7,1832.0,24.2,179.0,0.0,0.0,0.0,0.0,0.0,0.0
7754,PSRXCDFQ,M,300.5,311.8,1591.0,42.0,182.0,0.0,0.0,0.0,0.0,,0.0
7755,3HURBGV7,M,,311.7,1478.0,39.9,185.0,0.0,0.0,0.0,0.0,0.0,0.0
7756,RRCROMQQ,M,300.4,,1362.0,47.6,188.0,,0.0,0.0,0.0,,0.0
7757,FPIVWX8Z,L,300.5,,1368.0,57.9,191.0,1.0,0.0,0.0,0.0,1.0,0.0
7758,T8CRV8S7,M,,311.7,1723.0,,193.0,0.0,,0.0,0.0,0.0,0.0
7759,PSRXCDFQ,L,300.4,311.8,1689.0,30.8,196.0,0.0,0.0,0.0,0.0,0.0,0.0
7760,RRCROMQQ,L,300.4,311.8,1272.0,59.2,,1.0,0.0,,0.0,1.0,
7761,T8CRV8S7,M,,311.7,1511.0,33.0,200.0,0.0,0.0,0.0,0.0,,0.0
7762,WX8CE3B8,H,300.4,311.6,1715.0,30.8,203.0,0.0,0.0,,0.0,0.0,0.0
7763,0KXKNHFG,M,300.3,311.5,1400.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7764,G5AIQWJK,L,,311.6,1200.0,76.6,3.0,,0.0,,1.0,0.0,0.0
7765,BQHTAHUP,M,300.4,311.7,1555.0,38.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0
7766,PSRXCDFQ,H,300.3,311.6,1427.0,56.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0
7767,WX8CE3B8,L,,311.4,1318.0,52.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0
7768,T8CRV8S7,H,300.2,311.4,1319.0,54.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0
7769,WX8CE3B8,M,300.2,311.4,1960.0,20.9,20.0,0.0,0.0,0.0,0.0,0.0,
7770,FPIVWX8Z,L,300.3,311.5,1552.0,38.9,23.0,,0.0,,0.0,0.0,0.0
7771,JKSA1NQT,L,,311.5,1548.0,32.2,25.0,0.0,0.0,,0.0,0.0,0.0
7772,8B6QZ6CV,L,300.3,311.6,1709.0,,27.0,0.0,0.0,,0.0,0.0,
7773,PSRXCDFQ,H,300.3,311.5,1464.0,41.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
7774,3HURBGV7,L,300.3,,,24.8,34.0,0.0,0.0,0.0,0.0,0.0,
7775,SXOJLV1H,L,300.3,311.5,1634.0,31.9,36.0,0.0,0.0,0.0,0.0,0.0,0.0
7776,AEKNJJ1R,L,300.3,,1663.0,33.6,38.0,0.0,,0.0,0.0,0.0,0.0
7777,I2VROP6D,M,,311.5,1445.0,47.3,40.0,,0.0,0.0,0.0,0.0,0.0
7778,FPIVWX8Z,L,300.3,311.5,1695.0,25.6,43.0,,0.0,0.0,0.0,0.0,0.0
7779,I2VROP6D,L,,311.6,1517.0,39.0,45.0,0.0,,0.0,0.0,0.0,0.0
7780,T8CRV8S7,L,300.5,311.7,1811.0,26.8,47.0,0.0,,0.0,0.0,0.0,0.0
7781,SXOJLV1H,L,,311.6,1815.0,23.5,49.0,,0.0,0.0,0.0,0.0,0.0
7782,LSRXCBBX,L,,311.7,1513.0,40.0,51.0,,0.0,0.0,0.0,0.0,0.0
7783,JKSA1NQT,M,300.4,311.6,1518.0,36.4,53.0,0.0,0.0,0.0,,,0.0
7784,0KXKNHFG,L,,311.5,1667.0,28.8,,0.0,0.0,0.0,0.0,0.0,0.0
7785,JT4UYCMS,L,300.3,311.5,1403.0,60.1,58.0,0.0,0.0,0.0,0.0,0.0,0.0
7786,YSLIFO7U,L,300.2,,1383.0,42.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0
7787,8B6QZ6CV,L,300.3,311.5,1466.0,,62.0,0.0,0.0,0.0,,0.0,0.0
7788,FPIVWX8Z,L,300.3,311.5,1378.0,47.5,64.0,0.0,,0.0,0.0,0.0,0.0
7789,SXOJLV1H,M,300.2,311.5,1547.0,40.9,66.0,0.0,0.0,0.0,0.0,0.0,
7790,SXOJLV1H,L,300.2,311.5,1495.0,38.5,69.0,0.0,0.0,0.0,0.0,,0.0
7791,0KXKNHFG,L,,311.4,1729.0,29.3,71.0,0.0,0.0,0.0,0.0,0.0,0.0
7792,XWW2WAV6,L,300.1,311.4,1418.0,,73.0,,0.0,0.0,0.0,0.0,
7793,BJGORJJD,H,300.1,311.4,1485.0,40.4,75.0,0.0,0.0,,0.0,0.0,0.0
7794,LSRXCBBX,L,300.1,311.5,1434.0,40.8,80.0,0.0,0.0,0.0,0.0,0.0,0.0
7795,WX8CE3B8,M,300.2,311.6,,55.8,82.0,0.0,0.0,0.0,0.0,0.0,0.0
7796,JT4UYCMS,H,300.1,311.6,1674.0,29.6,85.0,0.0,0.0,0.0,,0.0,0.0
7797,BQHTAHUP,L,,311.5,1454.0,,90.0,0.0,0.0,0.0,0.0,0.0,0.0
7798,SXOJLV1H,L,300.0,311.4,1476.0,39.0,,0.0,0.0,0.0,0.0,0.0,0.0
7799,I2VROP6D,L,300.0,311.5,1812.0,28.3,94.0,0.0,0.0,0.0,0.0,0.0,0.0
7800,T8CRV8S7,L,,311.4,1374.0,41.9,96.0,0.0,0.0,0.0,0.0,0.0,0.0
7801,8B6QZ6CV,M,300.1,311.4,1524.0,40.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
7802,PSRXCDFQ,L,300.0,,1383.0,49.6,101.0,0.0,0.0,0.0,0.0,0.0,0.0
7803,YSLIFO7U,L,299.9,311.3,1429.0,58.2,103.0,0.0,0.0,0.0,0.0,0.0,0.0
7804,BQHTAHUP,M,299.8,,,41.2,105.0,0.0,0.0,0.0,0.0,0.0,0.0
7805,G5AIQWJK,M,299.9,311.4,1480.0,44.9,108.0,0.0,0.0,0.0,0.0,0.0,0.0
7806,0KXKNHFG,L,299.9,311.4,1706.0,28.8,111.0,0.0,0.0,0.0,0.0,0.0,
7807,AEKNJJ1R,L,300.0,311.5,1349.0,48.6,113.0,0.0,0.0,0.0,,0.0,0.0
7808,PSRXCDFQ,M,,311.5,1451.0,49.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
7809,XWW2WAV6,L,299.9,311.4,,36.7,118.0,0.0,,0.0,0.0,0.0,0.0
7810,YSLIFO7U,M,300.0,311.4,1537.0,35.4,120.0,0.0,0.0,0.0,0.0,0.0,0.0
7811,LSRXCBBX,L,300.1,311.5,2218.0,17.0,123.0,,0.0,0.0,,0.0,
7812,I2VROP6D,M,,311.4,1466.0,39.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
7813,BQHTAHUP,L,300.0,311.5,1666.0,32.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0
7814,BJGORJJD,L,300.0,,,41.7,,0.0,0.0,0.0,0.0,0.0,0.0
7815,8B6QZ6CV,L,300.0,311.4,1927.0,24.6,132.0,0.0,0.0,0.0,,0.0,0.0
7816,BQHTAHUP,M,,311.3,1703.0,28.4,134.0,0.0,0.0,0.0,0.0,0.0,
7817,XWW2WAV6,L,299.8,311.2,1533.0,35.9,137.0,0.0,0.0,0.0,0.0,,0.0
7818,PSRXCDFQ,H,,311.3,1785.0,25.4,139.0,0.0,0.0,0.0,0.0,0.0,0.0
7819,AEKNJJ1R,L,299.8,311.2,2142.0,,144.0,0.0,0.0,0.0,0.0,0.0,0.0
7820,WX8CE3B8,L,299.8,311.2,1369.0,46.2,146.0,0.0,0.0,0.0,0.0,0.0,0.0
7821,ZLNM5UXX,M,,311.2,1706.0,,148.0,0.0,0.0,0.0,0.0,0.0,0.0
7822,ZLNM5UXX,L,299.9,311.3,1802.0,24.4,151.0,0.0,0.0,0.0,0.0,0.0,0.0
7823,WX8CE3B8,H,299.9,311.3,,41.8,153.0,0.0,0.0,0.0,0.0,0.0,0.0
7824,BJGORJJD,L,300.0,311.3,1484.0,53.2,158.0,0.0,0.0,0.0,0.0,0.0,
7825,RRCROMQQ,L,299.9,311.3,1535.0,,160.0,0.0,0.0,0.0,0.0,0.0,0.0
7826,BJGORJJD,M,299.9,311.2,1579.0,35.5,162.0,0.0,0.0,0.0,0.0,0.0,0.0
7827,I2VROP6D,L,299.8,311.1,1300.0,64.2,165.0,0.0,0.0,0.0,,0.0,0.0
7828,G5AIQWJK,M,299.8,311.1,1452.0,44.3,167.0,0.0,0.0,0.0,0.0,0.0,
7829,8B6QZ6CV,M,299.8,311.1,1562.0,,170.0,0.0,,0.0,0.0,0.0,0.0
7830,SXOJLV1H,L,,311.2,1664.0,,173.0,0.0,0.0,,0.0,0.0,0.0
7831,JT4UYCMS,H,299.9,311.2,1495.0,35.8,175.0,0.0,0.0,0.0,0.0,0.0,
7832,I2VROP6D,M,300.0,311.4,1533.0,42.6,180.0,0.0,0.0,0.0,0.0,0.0,0.0
7833,AEKNJJ1R,L,300.0,311.4,1484.0,37.0,183.0,0.0,0.0,0.0,,0.0,0.0
7834,JKSA1NQT,L,,311.4,1604.0,38.7,185.0,0.0,0.0,0.0,,0.0,0.0
7835,I2VROP6D,L,300.0,311.4,1483.0,45.6,187.0,0.0,0.0,0.0,0.0,0.0,0.0
7836,SXOJLV1H,L,300.1,311.5,1549.0,34.7,189.0,,0.0,0.0,0.0,0.0,0.0
7837,BQHTAHUP,L,300.1,311.4,1604.0,35.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
7838,AEKNJJ1R,L,,311.5,1685.0,31.0,193.0,0.0,,0.0,,0.0,0.0
7839,WX8CE3B8,L,,,1372.0,49.2,195.0,0.0,0.0,0.0,0.0,0.0,0.0
7840,BQHTAHUP,L,300.3,311.6,,47.4,197.0,0.0,0.0,0.0,0.0,0.0,0.0
7841,XWW2WAV6,L,300.2,311.6,,31.0,199.0,0.0,,0.0,0.0,0.0,
7842,ZLNM5UXX,L,300.1,311.5,1471.0,47.2,201.0,0.0,0.0,,0.0,0.0,0.0
7843,RRCROMQQ,L,300.1,311.5,1659.0,31.1,203.0,0.0,0.0,0.0,0.0,0.0,0.0
7844,T8CRV8S7,M,300.1,311.7,1400.0,48.5,205.0,,0.0,0.0,0.0,0.0,
7845,8B6QZ6CV,L,300.1,,1503.0,42.6,,0.0,0.0,0.0,0.0,0.0,0.0
7846,JKSA1NQT,L,300.2,311.8,1798.0,23.2,210.0,0.0,0.0,0.0,0.0,0.0,
7847,FPIVWX8Z,M,,311.6,1608.0,35.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0
7848,RRCROMQQ,L,300.2,311.6,1322.0,50.9,215.0,0.0,0.0,0.0,0.0,0.0,0.0
7849,G5AIQWJK,H,300.2,311.6,1547.0,37.7,217.0,0.0,0.0,0.0,0.0,0.0,0.0
7850,LSRXCBBX,M,300.3,311.7,1374.0,47.9,222.0,1.0,1.0,0.0,0.0,0.0,0.0
7851,JKSA1NQT,M,300.3,,1447.0,36.8,,0.0,0.0,0.0,0.0,0.0,0.0
7852,BQHTAHUP,L,300.4,311.7,1373.0,47.2,3.0,0.0,0.0,0.0,,0.0,0.0
7853,FPIVWX8Z,L,300.3,311.7,1515.0,37.5,5.0,0.0,,,0.0,0.0,0.0
7854,T8CRV8S7,L,300.3,311.7,,56.5,7.0,0.0,0.0,0.0,0.0,0.0,
7855,JKSA1NQT,L,300.3,311.8,1551.0,37.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0
7856,SXOJLV1H,M,300.3,311.8,1592.0,32.1,11.0,0.0,0.0,0.0,0.0,0.0,0.0
7857,PSRXCDFQ,L,300.4,311.8,,42.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0
7858,FPIVWX8Z,L,300.5,311.9,1432.0,43.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0
7859,ZLNM5UXX,L,300.5,311.9,1350.0,51.7,18.0,0.0,0.0,0.0,,0.0,0.0
7860,SXOJLV1H,M,,311.9,1370.0,44.8,20.0,0.0,0.0,,0.0,0.0,0.0
7861,PSRXCDFQ,L,300.5,312,1415.0,44.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0
7862,G5AIQWJK,L,300.5,312,1498.0,42.9,25.0,0.0,0.0,,0.0,0.0,0.0
7863,LSRXCBBX,M,300.5,312,1382.0,54.1,27.0,0.0,,0.0,0.0,0.0,0.0
7864,WX8CE3B8,M,300.5,311.9,1511.0,44.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0
7865,YSLIFO7U,L,300.5,311.9,1330.0,59.5,33.0,,0.0,0.0,0.0,0.0,
7866,0KXKNHFG,L,,311.9,1383.0,50.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0
7867,8B6QZ6CV,L,300.5,311.9,1431.0,49.4,37.0,0.0,,0.0,0.0,0.0,0.0
7868,YSLIFO7U,L,300.5,312,,,39.0,0.0,0.0,0.0,0.0,0.0,0.0
7869,G5AIQWJK,H,300.4,311.9,1438.0,46.7,41.0,0.0,,0.0,0.0,0.0,1.0
7870,SXOJLV1H,M,,312,1779.0,27.7,46.0,0.0,0.0,0.0,0.0,0.0,0.0
7871,YSLIFO7U,M,300.6,312.1,1293.0,52.3,49.0,,0.0,0.0,0.0,0.0,0.0
7872,WX8CE3B8,L,300.6,312.2,1308.0,54.7,52.0,,0.0,0.0,0.0,0.0,0.0
7873,3HURBGV7,L,,312.3,1532.0,37.2,,0.0,0.0,0.0,0.0,0.0,
7874,PSRXCDFQ,L,300.7,312.4,1470.0,38.6,,0.0,0.0,0.0,0.0,0.0,0.0
7875,YSLIFO7U,L,300.7,312.3,,,58.0,0.0,0.0,0.0,0.0,,0.0
7876,BQHTAHUP,L,300.7,312.3,1898.0,24.0,60.0,0.0,0.0,0.0,0.0,,
7877,XWW2WAV6,H,,312.2,1335.0,49.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
7878,PSRXCDFQ,L,300.7,312.3,1420.0,53.8,67.0,0.0,0.0,0.0,0.0,0.0,0.0
7879,AEKNJJ1R,L,300.7,312.3,1418.0,49.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
7880,BQHTAHUP,M,300.8,312.3,1535.0,40.3,71.0,0.0,0.0,0.0,0.0,0.0,0.0
7881,T8CRV8S7,H,300.7,312.4,1457.0,47.2,74.0,0.0,,0.0,0.0,0.0,0.0
7882,AEKNJJ1R,L,300.8,312.4,1493.0,39.1,79.0,0.0,0.0,0.0,0.0,0.0,0.0
7883,JT4UYCMS,H,300.7,312.3,1670.0,27.3,81.0,0.0,0.0,0.0,0.0,,0.0
7884,XWW2WAV6,H,300.7,312.3,1446.0,45.4,86.0,0.0,0.0,0.0,0.0,,0.0
7885,SXOJLV1H,L,300.8,312.4,1465.0,59.1,91.0,1.0,0.0,0.0,1.0,0.0,0.0
7886,ZLNM5UXX,L,300.7,312.3,1590.0,36.3,93.0,0.0,0.0,0.0,0.0,0.0,0.0
7887,RRCROMQQ,M,,312.2,2174.0,18.5,95.0,0.0,,0.0,0.0,0.0,0.0
7888,FPIVWX8Z,L,300.7,312.4,1590.0,37.9,98.0,0.0,0.0,0.0,0.0,0.0,0.0
7889,SXOJLV1H,L,300.7,312.3,,33.2,100.0,,0.0,0.0,0.0,0.0,0.0
7890,3HURBGV7,M,300.7,312.4,1371.0,61.7,102.0,,,0.0,0.0,,
7891,LSRXCBBX,L,300.8,312.4,1767.0,25.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0
7892,BQHTAHUP,L,300.8,312.5,1517.0,39.2,,0.0,0.0,0.0,0.0,0.0,0.0
7893,JT4UYCMS,M,300.9,312.6,1555.0,40.6,109.0,,0.0,0.0,,0.0,0.0
7894,SXOJLV1H,L,300.9,312.7,1416.0,43.8,112.0,0.0,0.0,0.0,0.0,0.0,0.0
7895,I2VROP6D,M,,312.6,1588.0,35.6,114.0,0.0,0.0,0.0,0.0,0.0,0.0
7896,T8CRV8S7,L,300.8,312.6,1422.0,50.0,117.0,0.0,0.0,,0.0,0.0,0.0
7897,XWW2WAV6,L,,312.6,1376.0,53.6,119.0,0.0,0.0,0.0,0.0,0.0,0.0
7898,WX8CE3B8,L,300.8,312.5,1434.0,,121.0,0.0,0.0,0.0,0.0,0.0,0.0
7899,SXOJLV1H,L,300.8,312.5,1423.0,47.3,123.0,0.0,0.0,0.0,,,0.0
7900,SXOJLV1H,L,300.9,312.4,,52.5,125.0,0.0,0.0,0.0,0.0,0.0,0.0
7901,WX8CE3B8,L,300.8,312.4,1825.0,23.8,127.0,,0.0,0.0,0.0,,0.0
7902,ZLNM5UXX,L,300.8,312.4,1365.0,44.5,129.0,0.0,0.0,0.0,0.0,,0.0
7903,RRCROMQQ,M,300.7,312.3,1430.0,47.2,131.0,0.0,0.0,0.0,0.0,,0.0
7904,0KXKNHFG,L,300.8,312.3,1435.0,44.8,134.0,0.0,0.0,0.0,0.0,0.0,0.0
7905,ZLNM5UXX,M,300.8,312.4,1811.0,25.1,136.0,,0.0,0.0,0.0,,
7906,BQHTAHUP,M,300.8,312.4,1465.0,43.7,139.0,0.0,,0.0,0.0,0.0,0.0
7907,BQHTAHUP,L,,312.4,1372.0,51.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0
7908,YSLIFO7U,L,300.8,312.3,,26.3,,0.0,0.0,0.0,0.0,0.0,0.0
7909,0KXKNHFG,L,,312.3,1715.0,26.8,146.0,0.0,0.0,0.0,0.0,0.0,0.0
7910,BQHTAHUP,L,300.7,312.2,1590.0,38.5,148.0,0.0,0.0,0.0,,,0.0
7911,LSRXCBBX,M,300.8,312.2,,25.7,150.0,0.0,,0.0,0.0,,0.0
7912,G5AIQWJK,L,,312.1,1512.0,36.9,153.0,0.0,0.0,0.0,0.0,0.0,0.0
7913,AEKNJJ1R,L,300.7,312.1,1498.0,44.0,155.0,,0.0,0.0,0.0,0.0,0.0
7914,SXOJLV1H,L,300.7,312.1,1395.0,41.9,157.0,0.0,,0.0,0.0,0.0,0.0
7915,PSRXCDFQ,H,300.7,312.1,1490.0,43.1,,,0.0,0.0,0.0,0.0,0.0
7916,8B6QZ6CV,H,300.8,,1527.0,35.1,164.0,0.0,0.0,0.0,0.0,0.0,0.0
7917,AEKNJJ1R,L,300.8,312.1,1512.0,37.1,169.0,0.0,0.0,0.0,0.0,0.0,0.0
7918,RRCROMQQ,L,300.9,312.1,1474.0,42.4,171.0,0.0,0.0,0.0,0.0,0.0,
7919,RRCROMQQ,L,,312.1,1505.0,41.3,173.0,,0.0,0.0,0.0,0.0,
7920,LSRXCBBX,L,,312,1496.0,40.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
7921,JT4UYCMS,L,,312,1382.0,49.3,177.0,0.0,,0.0,0.0,0.0,0.0
7922,8B6QZ6CV,L,,311.9,,47.7,179.0,0.0,0.0,0.0,0.0,,0.0
7923,LSRXCBBX,L,,311.9,1462.0,39.7,181.0,0.0,0.0,,0.0,0.0,0.0
7924,8B6QZ6CV,M,300.8,312,,45.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0
7925,PSRXCDFQ,H,,311.9,1389.0,46.5,186.0,0.0,0.0,0.0,0.0,0.0,0.0
7926,8B6QZ6CV,M,,311.9,1697.0,28.2,191.0,0.0,0.0,0.0,0.0,0.0,0.0
7927,T8CRV8S7,L,,311.9,1335.0,57.1,194.0,1.0,0.0,0.0,0.0,1.0,0.0
7928,0KXKNHFG,L,300.7,311.9,1476.0,42.0,,0.0,0.0,0.0,0.0,0.0,0.0
7929,LSRXCBBX,L,300.6,311.7,1497.0,43.6,198.0,0.0,,0.0,0.0,0.0,0.0
7930,3HURBGV7,M,,311.6,1669.0,29.2,200.0,,0.0,0.0,0.0,0.0,0.0
7931,BQHTAHUP,L,300.6,311.6,1455.0,,203.0,,0.0,0.0,0.0,0.0,
7932,WX8CE3B8,L,300.7,,1499.0,38.4,,,0.0,0.0,0.0,0.0,0.0
7933,PSRXCDFQ,L,300.7,311.8,1478.0,41.9,207.0,0.0,,0.0,0.0,,0.0
7934,G5AIQWJK,L,300.8,311.8,1928.0,21.8,,0.0,0.0,0.0,0.0,,0.0
7935,RRCROMQQ,M,,311.9,1621.0,28.3,211.0,0.0,0.0,0.0,,0.0,0.0
7936,LSRXCBBX,M,,311.9,1356.0,44.3,214.0,0.0,0.0,0.0,0.0,0.0,0.0
7937,YSLIFO7U,L,300.8,311.7,1490.0,46.4,217.0,0.0,0.0,0.0,,0.0,0.0
7938,FPIVWX8Z,L,300.8,311.7,1578.0,31.4,219.0,0.0,0.0,0.0,0.0,,0.0
7939,AEKNJJ1R,L,,311.7,1681.0,31.3,221.0,,0.0,0.0,0.0,0.0,0.0
7940,FPIVWX8Z,L,,311.8,1417.0,43.4,223.0,,0.0,0.0,0.0,0.0,
7941,WX8CE3B8,M,300.7,311.7,1532.0,40.0,0.0,0.0,0.0,0.0,,0.0,
7942,FPIVWX8Z,M,,311.7,,38.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7943,0KXKNHFG,L,,,1432.0,45.8,6.0,0.0,,,,0.0,0.0
7944,T8CRV8S7,L,300.8,311.7,1753.0,29.0,8.0,0.0,0.0,0.0,,0.0,0.0
7945,WX8CE3B8,L,,311.7,1414.0,49.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
7946,3HURBGV7,L,300.8,311.7,1655.0,32.2,12.0,0.0,0.0,0.0,0.0,0.0,
7947,AEKNJJ1R,L,,311.6,,35.6,14.0,0.0,0.0,,0.0,,0.0
7948,T8CRV8S7,L,300.8,311.7,1426.0,45.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0
7949,FPIVWX8Z,L,300.8,311.7,1479.0,39.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0
7950,PSRXCDFQ,M,,311.5,1569.0,36.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0
7951,T8CRV8S7,L,300.8,311.6,1568.0,36.0,23.0,,,0.0,0.0,0.0,0.0
7952,3HURBGV7,M,300.9,311.8,1843.0,24.5,25.0,0.0,0.0,0.0,0.0,,0.0
7953,G5AIQWJK,M,300.9,311.9,1480.0,40.9,28.0,0.0,0.0,0.0,0.0,0.0,0.0
7954,PSRXCDFQ,L,301.0,312,1447.0,36.8,31.0,0.0,0.0,0.0,0.0,0.0,
7955,RRCROMQQ,L,301.0,311.9,1454.0,,33.0,0.0,0.0,0.0,0.0,0.0,0.0
7956,3HURBGV7,M,300.9,311.9,1310.0,56.1,35.0,,0.0,0.0,0.0,0.0,0.0
7957,8B6QZ6CV,H,,311.9,1513.0,38.0,38.0,0.0,0.0,0.0,,,0.0
7958,ZLNM5UXX,H,300.9,,2140.0,16.5,43.0,0.0,,0.0,0.0,0.0,0.0
7959,AEKNJJ1R,L,,312.1,1377.0,,48.0,0.0,0.0,0.0,,0.0,0.0
7960,3HURBGV7,L,,,1585.0,32.3,50.0,,0.0,0.0,0.0,0.0,0.0
7961,ZLNM5UXX,H,,312.2,1491.0,42.6,52.0,,0.0,0.0,,0.0,0.0
7962,FPIVWX8Z,L,301.0,,1264.0,59.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
7963,RRCROMQQ,L,301.0,312.2,1372.0,47.0,59.0,0.0,0.0,0.0,0.0,0.0,
7964,3HURBGV7,L,301.0,312.2,1510.0,39.9,61.0,0.0,0.0,0.0,0.0,0.0,0.0
7965,YSLIFO7U,L,,312.1,1423.0,40.2,63.0,0.0,0.0,0.0,0.0,0.0,0.0
7966,JT4UYCMS,L,301.1,312.3,1464.0,35.3,65.0,0.0,0.0,0.0,0.0,0.0,0.0
7967,LSRXCBBX,L,301.0,312.2,1602.0,35.9,67.0,0.0,0.0,0.0,,0.0,0.0
7968,XWW2WAV6,M,301.0,312.2,1629.0,32.6,69.0,0.0,0.0,0.0,,0.0,0.0
7969,JT4UYCMS,L,300.9,312.2,1811.0,23.2,72.0,,0.0,0.0,0.0,0.0,0.0
7970,JKSA1NQT,L,300.9,312.1,1711.0,28.8,74.0,0.0,0.0,0.0,0.0,0.0,0.0
7971,0KXKNHFG,M,300.9,312.1,1297.0,,76.0,0.0,,0.0,0.0,0.0,0.0
7972,LSRXCBBX,L,301.0,,1405.0,46.1,79.0,0.0,,0.0,,0.0,0.0
7973,JT4UYCMS,L,301.1,312.2,1397.0,54.9,81.0,0.0,0.0,0.0,0.0,0.0,0.0
7974,XWW2WAV6,L,,312.3,1682.0,29.7,83.0,0.0,0.0,0.0,0.0,0.0,0.0
7975,FPIVWX8Z,L,301.2,312.3,1528.0,38.4,85.0,0.0,0.0,0.0,0.0,0.0,0.0
7976,RRCROMQQ,M,,312.3,1548.0,,87.0,0.0,0.0,0.0,0.0,0.0,0.0
7977,XWW2WAV6,H,,312.4,1395.0,47.8,90.0,,0.0,0.0,0.0,0.0,0.0
7978,YSLIFO7U,L,,312.4,1378.0,59.0,,0.0,0.0,0.0,0.0,0.0,0.0
7979,G5AIQWJK,L,,312.4,1480.0,53.5,97.0,0.0,,0.0,0.0,0.0,0.0
7980,SXOJLV1H,M,,312.4,1428.0,36.6,99.0,0.0,0.0,0.0,0.0,0.0,0.0
7981,BQHTAHUP,M,,312.4,1505.0,39.6,102.0,0.0,0.0,0.0,0.0,0.0,0.0
7982,8B6QZ6CV,L,301.0,312.3,1445.0,36.4,105.0,0.0,0.0,,0.0,0.0,0.0
7983,YSLIFO7U,L,301.0,312.3,1488.0,42.6,,0.0,0.0,0.0,0.0,0.0,0.0
